"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","1","GO:1990266","neutrophil migration","2/73","74/13552",0.0602990694574831,0.274095960333691,0.236124969374505,"CCL3/EDN3",2
"BP","1","GO:1903039","positive regulation of leukocyte cell-cell adhesion","3/73","167/13552",0.0611682973938895,0.274095960333691,0.236124969374505,"PTAFR/PIK3R6/IL12RB1",3
"MF","1","GO:0030546","signaling receptor activator activity","4/78","265/13926",0.0613551455322734,0.242000249992132,0.219295421045502,"SEMA3G/TNFSF10/CCL3/EDN3",4
"MF","1","GO:0001540","amyloid-beta binding","2/78","72/13926",0.0615575975385376,0.242000249992132,0.219295421045502,"ADRB2/TREM2",2
"CC","-1","GO:0005759","mitochondrial matrix","3/29","445/14163",0.0615891856827069,0.362691871242607,0.338560435916634,"PDK1/BDH1/ALDH1L2",3
"BP","1","GO:0070167","regulation of biomineral tissue development","2/73","75/13552",0.0617408815546649,0.274095960333691,0.236124969374505,"ADRB2/CCL3",2
"BP","1","GO:0110149","regulation of biomineralization","2/73","75/13552",0.0617408815546649,0.274095960333691,0.236124969374505,"ADRB2/CCL3",2
"BP","-1","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","1/29","30/13552",0.0623090744536082,0.246814317364548,0.211955650050282,"PER1",1
"BP","-1","GO:0034142","toll-like receptor 4 signaling pathway","1/29","30/13552",0.0623090744536082,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0071604","transforming growth factor beta production","1/29","30/13552",0.0623090744536082,0.246814317364548,0.211955650050282,"CDH3",1
"BP","1","GO:0002281","macrophage activation involved in immune response","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"TREM2",1
"BP","1","GO:0002827","positive regulation of T-helper 1 type immune response","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"IL12RB1",1
"BP","1","GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"ADRB2",1
"BP","1","GO:0021514","ventral spinal cord interneuron differentiation","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"GATA2",1
"BP","1","GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"HHEX",1
"BP","1","GO:0034333","adherens junction assembly","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"RAMP2",1
"BP","1","GO:0034375","high-density lipoprotein particle remodeling","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"LIPG",1
"BP","1","GO:0043249","erythrocyte maturation","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"TAL1",1
"BP","1","GO:0043691","reverse cholesterol transport","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"LIPG",1
"BP","1","GO:0043922","negative regulation by host of viral transcription","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"CCL3",1
"BP","1","GO:0045342","MHC class II biosynthetic process","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"TMEM106A",1
"BP","1","GO:0050746","regulation of lipoprotein metabolic process","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"LIPG",1
"BP","1","GO:0072677","eosinophil migration","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"CCL3",1
"BP","1","GO:0097154","GABAergic neuron differentiation","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"GATA2",1
"BP","1","GO:1900272","negative regulation of long-term synaptic potentiation","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"CX3CR1",1
"BP","1","GO:1901096","regulation of autophagosome maturation","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"ADRB2",1
"BP","1","GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"GATA2",1
"BP","1","GO:1903818","positive regulation of voltage-gated potassium channel activity","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"TREM2",1
"BP","1","GO:2001256","regulation of store-operated calcium entry","1/73","12/13552",0.0627835503752039,0.274095960333691,0.236124969374505,"CD84",1
"BP","-1","GO:0072330","monocarboxylic acid biosynthetic process","2/29","192/13552",0.0631541413157863,0.246814317364548,0.211955650050282,"CYP2C8/NR1D1",2
"BP","1","GO:0014033","neural crest cell differentiation","2/73","76/13552",0.063194479148475,0.274485943782307,0.236460927736493,"SEMA3G/EDN3",2
"BP","1","GO:0034340","response to type I interferon","2/73","76/13552",0.063194479148475,0.274485943782307,0.236460927736493,"OAS1/IRF8",2
"KEGG","1","hsa04924","Renin secretion","2/44","58/6190",0.063531549065185,0.411895153071646,0.380698986150944,"154/1908",2
"BP","-1","GO:0032872","regulation of stress-activated MAPK cascade","2/29","193/13552",0.0637325797435035,0.246814317364548,0.211955650050282,"MAP3K21/PER1",2
"BP","1","GO:0002790","peptide secretion","5/73","399/13552",0.0637367609180305,0.275051991011976,0.236948559457176,"ACVR1C/TREM2/TMEM106A/CD33/EDN3",5
"BP","1","GO:0019722","calcium-mediated signaling","3/73","170/13552",0.0638252620256397,0.275051991011976,0.236948559457176,"CX3CR1/TREM2/CCL3",3
"BP","1","GO:0030278","regulation of ossification","3/73","170/13552",0.0638252620256397,0.275051991011976,0.236948559457176,"ADRB2/CCL3/CEBPA",3
"CC","1","GO:0001931","uropod","1/78","12/14163",0.0641463459173893,0.425816008507284,0.403057176555243,"SPN",1
"CC","1","GO:0031254","cell trailing edge","1/78","12/14163",0.0641463459173893,0.425816008507284,0.403057176555243,"SPN",1
"CC","1","GO:0032009","early phagosome","1/78","12/14163",0.0641463459173893,0.425816008507284,0.403057176555243,"TLR7",1
"CC","1","GO:0005903","brush border","2/78","75/14163",0.064209136033295,0.425816008507284,0.403057176555243,"ABCG2/RGS19",2
"BP","-1","GO:0009649","entrainment of circadian clock","1/29","31/13552",0.0643200962581376,0.246814317364548,0.211955650050282,"PER1",1
"BP","-1","GO:0090218","positive regulation of lipid kinase activity","1/29","31/13552",0.0643200962581376,0.246814317364548,0.211955650050282,"EPHA8",1
"BP","1","GO:1902106","negative regulation of leukocyte differentiation","2/73","77/13552",0.0646596974690664,0.275051991011976,0.236948559457176,"GATA2/CCL3",2
"BP","1","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","3/73","171/13552",0.0647227383786107,0.275051991011976,0.236948559457176,"CX3CR1/TNFSF10/TMEM106A",3
"MF","1","GO:0004745","retinol dehydrogenase activity","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"DHRS9",1
"MF","1","GO:0005537","mannose binding","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"CLEC17A",1
"MF","1","GO:0008301","DNA binding, bending","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"HHEX",1
"MF","1","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"DUSP4",1
"MF","1","GO:0043295","glutathione binding","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"GSTM1",1
"MF","1","GO:0048020","CCR chemokine receptor binding","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"CCL3",1
"MF","1","GO:0070742","C2H2 zinc finger domain binding","1/78","12/13926",0.0652050263029006,0.242000249992132,0.219295421045502,"GATA2",1
"KEGG","1","hsa04072","Phospholipase D signaling pathway","3/44","131/6190",0.0654636529643943,0.411895153071646,0.380698986150944,"10161/146850/23533",3
"BP","-1","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/29","196/13552",0.065478880685717,0.246814317364548,0.211955650050282,"MAP3K21/PER1",2
"BP","-1","GO:1901617","organic hydroxy compound biosynthetic process","2/29","196/13552",0.065478880685717,0.246814317364548,0.211955650050282,"CDH3/NR1D1",2
"CC","1","GO:0031091","platelet alpha granule","2/78","76/14163",0.065715656158907,0.425816008507284,0.403057176555243,"TREML1/A2M",2
"CC","1","GO:0098552","side of membrane","5/78","394/14163",0.0660179858150828,0.425816008507284,0.403057176555243,"CX3CR1/ABCG2/SPN/IL12RB1/CD33",5
"BP","1","GO:0045621","positive regulation of lymphocyte differentiation","2/73","78/13552",0.066136373135924,0.275051991011976,0.236948559457176,"PIK3R6/IL12RB1",2
"BP","-1","GO:1901615","organic hydroxy compound metabolic process","3/29","439/13552",0.0662558699997865,0.246814317364548,0.211955650050282,"CYP2C8/CDH3/NR1D1",3
"BP","-1","GO:0042572","retinol metabolic process","1/29","32/13552",0.0663269535326377,0.246814317364548,0.211955650050282,"CYP2C8",1
"BP","-1","GO:0046685","response to arsenic-containing substance","1/29","32/13552",0.0663269535326377,0.246814317364548,0.211955650050282,"GSTO2",1
"BP","-1","GO:0050931","pigment cell differentiation","1/29","32/13552",0.0663269535326377,0.246814317364548,0.211955650050282,"ADAMTS9",1
"BP","-1","GO:0051955","regulation of amino acid transport","1/29","32/13552",0.0663269535326377,0.246814317364548,0.211955650050282,"HRH3",1
"BP","-1","GO:0060323","head morphogenesis","1/29","32/13552",0.0663269535326377,0.246814317364548,0.211955650050282,"CRISPLD2",1
"KEGG","1","hsa04261","Adrenergic signaling in cardiomyocytes","3/44","132/6190",0.0666633671481204,0.411895153071646,0.380698986150944,"154/146850/23533",3
"KEGG","-1","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/13","33/6190",0.0671943061537866,0.209048952478447,0.172897629869392,"119391",1
"BP","-1","GO:0042593","glucose homeostasis","2/29","199/13552",0.0672414536441862,0.246814317364548,0.211955650050282,"PDK1/NR1D1",2
"BP","1","GO:0070663","regulation of leukocyte proliferation","3/73","174/13552",0.0674502921060475,0.275051991011976,0.236948559457176,"HHEX/SPN/IL12RB1",3
"MF","-1","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","1/27","36/13926",0.0675626192168517,0.236736796766547,0.188119023230383,"ALDH1L2",1
"BP","1","GO:0009199","ribonucleoside triphosphate metabolic process","2/73","79/13552",0.0676243441480182,0.275051991011976,0.236948559457176,"TREM2/GIMAP7",2
"BP","1","GO:0048525","negative regulation of viral process","2/73","79/13552",0.0676243441480182,0.275051991011976,0.236948559457176,"OAS1/CCL3",2
"BP","1","GO:0062207","regulation of pattern recognition receptor signaling pathway","2/73","79/13552",0.0676243441480182,0.275051991011976,0.236948559457176,"CD300LF/LILRA2",2
"BP","-1","GO:0033500","carbohydrate homeostasis","2/29","200/13552",0.0678325483745124,0.246814317364548,0.211955650050282,"PDK1/NR1D1",2
"BP","1","GO:0007567","parturition","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"PTAFR",1
"BP","1","GO:0010984","regulation of lipoprotein particle clearance","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"LIPG",1
"BP","1","GO:0014821","phasic smooth muscle contraction","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"EDN3",1
"BP","1","GO:0016114","terpenoid biosynthetic process","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"DHRS9",1
"BP","1","GO:0021781","glial cell fate commitment","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"TAL1",1
"BP","1","GO:0023035","CD40 signaling pathway","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"TREM2",1
"BP","1","GO:0033008","positive regulation of mast cell activation involved in immune response","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"GATA2",1
"BP","1","GO:0042448","progesterone metabolic process","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"DHRS9",1
"BP","1","GO:0043306","positive regulation of mast cell degranulation","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"GATA2",1
"BP","1","GO:0046349","amino sugar biosynthetic process","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"RENBP",1
"BP","1","GO:0048070","regulation of developmental pigmentation","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"EDN3",1
"BP","1","GO:0050872","white fat cell differentiation","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"CEBPA",1
"BP","1","GO:0071285","cellular response to lithium ion","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"CEBPA",1
"BP","1","GO:0099640","axo-dendritic protein transport","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"SFPQ",1
"BP","1","GO:1900221","regulation of amyloid-beta clearance","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"TREM2",1
"BP","1","GO:1903209","positive regulation of oxidative stress-induced cell death","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"SFPQ",1
"BP","1","GO:2000316","regulation of T-helper 17 type immune response","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"IL12RB1",1
"BP","1","GO:2001171","positive regulation of ATP biosynthetic process","1/73","13/13552",0.0678364898746583,0.275051991011976,0.236948559457176,"TREM2",1
"BP","-1","GO:0034122","negative regulation of toll-like receptor signaling pathway","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0042558","pteridine-containing compound metabolic process","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"ALDH1L2",1
"BP","-1","GO:0043616","keratinocyte proliferation","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"CDH3",1
"BP","-1","GO:0045494","photoreceptor cell maintenance","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"NXNL2",1
"BP","-1","GO:0046329","negative regulation of JNK cascade","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"PER1",1
"BP","-1","GO:0098926","postsynaptic signal transduction","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"HRH3",1
"BP","-1","GO:1900744","regulation of p38MAPK cascade","1/29","33/13552",0.0683296545938477,0.246814317364548,0.211955650050282,"PER1",1
"BP","1","GO:2000177","regulation of neural precursor cell proliferation","2/73","80/13552",0.0691234498740218,0.279497497735168,0.240778222388326,"CX3CR1/GATA2",2
"BP","-1","GO:0001894","tissue homeostasis","2/29","203/13552",0.069616408100852,0.246814317364548,0.211955650050282,"NXNL2/CDH3",2
"KEGG","1","hsa05164","Influenza A","3/44","135/6190",0.0703235627195493,0.411895153071646,0.380698986150944,"8743/4938/51284",3
"BP","-1","GO:0006730","one-carbon metabolic process","1/29","34/13552",0.0703282077425104,0.246814317364548,0.211955650050282,"ALDH1L2",1
"BP","-1","GO:0014014","negative regulation of gliogenesis","1/29","34/13552",0.0703282077425104,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0030808","regulation of nucleotide biosynthetic process","1/29","34/13552",0.0703282077425104,0.246814317364548,0.211955650050282,"PDK1",1
"BP","-1","GO:1900371","regulation of purine nucleotide biosynthetic process","1/29","34/13552",0.0703282077425104,0.246814317364548,0.211955650050282,"PDK1",1
"MF","1","GO:0008179","adenylate cyclase binding","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"ADRB2",1
"MF","1","GO:0019865","immunoglobulin binding","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"LILRA2",1
"MF","1","GO:0030169","low-density lipoprotein particle binding","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"TREM2",1
"MF","1","GO:0033549","MAP kinase phosphatase activity","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"DUSP4",1
"MF","1","GO:0045125","bioactive lipid receptor activity","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"LPAR6",1
"MF","1","GO:0071933","Arp2/3 complex binding","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"AVIL",1
"MF","1","GO:1900750","oligopeptide binding","1/78","13/13926",0.0704453603512242,0.242000249992132,0.219295421045502,"GSTM1",1
"BP","1","GO:0002283","neutrophil activation involved in immune response","5/73","411/13552",0.0704644507581571,0.279497497735168,0.240778222388326,"PTAFR/BIN2/ITGAX/CD33/LILRA2",5
"BP","1","GO:0006690","icosanoid metabolic process","2/73","81/13552",0.0706335310425908,0.279497497735168,0.240778222388326,"GSTM1/HPGDS",2
"BP","1","GO:0009144","purine nucleoside triphosphate metabolic process","2/73","81/13552",0.0706335310425908,0.279497497735168,0.240778222388326,"TREM2/GIMAP7",2
"BP","1","GO:0021510","spinal cord development","2/73","81/13552",0.0706335310425908,0.279497497735168,0.240778222388326,"TAL1/GATA2",2
"MF","-1","GO:0015036","disulfide oxidoreductase activity","1/27","38/13926",0.0711842527535211,0.236736796766547,0.188119023230383,"GSTO2",1
"BP","1","GO:0043087","regulation of GTPase activity","5/73","413/13552",0.0716228747558846,0.279497497735168,0.240778222388326,"ARHGAP25/TAGAP/ADAP2/CCL3/DOCK11",5
"BP","1","GO:0030316","osteoclast differentiation","2/73","82/13552",0.0721544297327072,0.279497497735168,0.240778222388326,"TREM2/CCL3",2
"BP","1","GO:0050868","negative regulation of T cell activation","2/73","82/13552",0.0721544297327072,0.279497497735168,0.240778222388326,"SPN/SOCS6",2
"BP","-1","GO:0006084","acetyl-CoA metabolic process","1/29","35/13552",0.0723226212634063,0.246814317364548,0.211955650050282,"PDK1",1
"BP","-1","GO:0019748","secondary metabolic process","1/29","35/13552",0.0723226212634063,0.246814317364548,0.211955650050282,"CDH3",1
"BP","-1","GO:0038179","neurotrophin signaling pathway","1/29","35/13552",0.0723226212634063,0.246814317364548,0.211955650050282,"DDIT4",1
"BP","-1","GO:0071548","response to dexamethasone","1/29","35/13552",0.0723226212634063,0.246814317364548,0.211955650050282,"DDIT4",1
"BP","-1","GO:1900015","regulation of cytokine production involved in inflammatory response","1/29","35/13552",0.0723226212634063,0.246814317364548,0.211955650050282,"PER1",1
"BP","1","GO:0006936","muscle contraction","4/73","292/13552",0.0725024346070514,0.279497497735168,0.240778222388326,"PTAFR/RCSD1/ADRB2/EDN3",4
"BP","1","GO:0051056","regulation of small GTPase mediated signal transduction","4/73","292/13552",0.0725024346070514,0.279497497735168,0.240778222388326,"ARHGAP25/TAGAP/A2M/LPAR6",4
"BP","1","GO:0030502","negative regulation of bone mineralization","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"CCL3",1
"BP","1","GO:0032717","negative regulation of interleukin-8 production","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"CD33",1
"BP","1","GO:0042754","negative regulation of circadian rhythm","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"SFPQ",1
"BP","1","GO:0043116","negative regulation of vascular permeability","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"RAMP2",1
"BP","1","GO:0045799","positive regulation of chromatin assembly or disassembly","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"TAL1",1
"BP","1","GO:0045986","negative regulation of smooth muscle contraction","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"ADRB2",1
"BP","1","GO:0070831","basement membrane assembly","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"RAMP2",1
"BP","1","GO:0071474","cellular hyperosmotic response","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"RCSD1",1
"BP","1","GO:0072376","protein activation cascade","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"A2M",1
"BP","1","GO:0072378","blood coagulation, fibrin clot formation","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"A2M",1
"BP","1","GO:0072539","T-helper 17 cell differentiation","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"IL12RB1",1
"BP","1","GO:1900451","positive regulation of glutamate receptor signaling pathway","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"ADRB2",1
"BP","1","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"PTAFR",1
"BP","1","GO:2001212","regulation of vasculogenesis","1/73","14/13552",0.0728625579918861,0.279497497735168,0.240778222388326,"RAMP2",1
"MF","-1","GO:0005245","voltage-gated calcium channel activity","1/27","39/13926",0.0729899861331047,0.236736796766547,0.188119023230383,"TMC2",1
"BP","1","GO:0051896","regulation of protein kinase B signaling","3/73","180/13552",0.073061207262332,0.279631122862782,0.240893336194189,"CX3CR1/PIK3R5/CCL3",3
"BP","-1","GO:1902532","negative regulation of intracellular signal transduction","3/29","458/13552",0.0732701796644408,0.246814317364548,0.211955650050282,"DDIT4/PER1/NR1D1",3
"BP","1","GO:0045778","positive regulation of ossification","2/73","83/13552",0.0736859893640851,0.280138048651433,0.24133003667009,"ADRB2/CEBPA",2
"BP","1","GO:0045921","positive regulation of exocytosis","2/73","83/13552",0.0736859893640851,0.280138048651433,0.24133003667009,"PTAFR/GATA2",2
"BP","1","GO:1904019","epithelial cell apoptotic process","2/73","83/13552",0.0736859893640851,0.280138048651433,0.24133003667009,"GATA2/RAMP2",2
"BP","-1","GO:0030072","peptide hormone secretion","2/29","210/13552",0.0738392079478768,0.246814317364548,0.211955650050282,"MYRIP/NR1D1",2
"BP","1","GO:0042119","neutrophil activation","5/73","417/13552",0.0739714304103733,0.280598292690016,0.241726522300097,"PTAFR/BIN2/ITGAX/CD33/LILRA2",5
"MF","1","GO:0072341","modified amino acid binding","2/78","80/13926",0.0739831212155491,0.242000249992132,0.219295421045502,"GSTM1/CD300LF",2
"MF","1","GO:0140375","immune receptor activity","2/78","80/13926",0.0739831212155491,0.242000249992132,0.219295421045502,"CX3CR1/IL12RB1",2
"BP","-1","GO:0001774","microglial cell activation","1/29","36/13552",0.0743129034253773,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0002269","leukocyte activation involved in inflammatory response","1/29","36/13552",0.0743129034253773,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0002534","cytokine production involved in inflammatory response","1/29","36/13552",0.0743129034253773,0.246814317364548,0.211955650050282,"PER1",1
"BP","-1","GO:0007257","activation of JUN kinase activity","1/29","36/13552",0.0743129034253773,0.246814317364548,0.211955650050282,"MAP3K21",1
"BP","-1","GO:0031424","keratinization","1/29","36/13552",0.0743129034253773,0.246814317364548,0.211955650050282,"CDH3",1
"CC","1","GO:0033276","transcription factor TFTC complex","1/78","14/14163",0.0744350848619109,0.457244092723167,0.432805505963993,"TAF5",1
"BP","1","GO:0046394","carboxylic acid biosynthetic process","4/73","295/13552",0.0746614062278343,0.282587628449918,0.243440271911039,"GSTM1/DHRS9/HPGDS/LIPG",4
"BP","1","GO:0042113","B cell activation","3/73","182/13552",0.0749769236008486,0.282787778470184,0.243612694800264,"HHEX/LYL1/DOCK11",3
"BP","-1","GO:0042180","cellular ketone metabolic process","2/29","212/13552",0.075060927647158,0.246814317364548,0.211955650050282,"PDK1/NR1D1",2
"BP","-1","GO:0023061","signal release","3/29","463/13552",0.0751706219618824,0.246814317364548,0.211955650050282,"MYRIP/NR1D1/HRH3",3
"BP","1","GO:0019233","sensory perception of pain","2/73","84/13552",0.0752280546876371,0.282787778470184,0.243612694800264,"PTAFR/CCL3",2
"BP","1","GO:0016053","organic acid biosynthetic process","4/73","296/13552",0.0753883288263825,0.282787778470184,0.243612694800264,"GSTM1/DHRS9/HPGDS/LIPG",4
"MF","1","GO:1990782","protein tyrosine kinase binding","2/78","81/13926",0.0755891173888526,0.242000249992132,0.219295421045502,"TREM2/ITGAX",2
"MF","1","GO:0034185","apolipoprotein binding","1/78","14/13926",0.0756566923351677,0.242000249992132,0.219295421045502,"TREM2",1
"MF","1","GO:0097001","ceramide binding","1/78","14/13926",0.0756566923351677,0.242000249992132,0.219295421045502,"CD300LF",1
"BP","-1","GO:0046777","protein autophosphorylation","2/29","213/13552",0.0756742747955433,0.246814317364548,0.211955650050282,"EPHA8/MAP3K21",2
"MF","1","GO:0030545","receptor regulator activity","4/78","285/13926",0.0757565999975371,0.242000249992132,0.219295421045502,"SEMA3G/TNFSF10/CCL3/EDN3",4
"BP","1","GO:0030217","T cell differentiation","3/73","183/13552",0.075943177885636,0.282787778470184,0.243612694800264,"SPN/PIK3R6/IL12RB1",3
"BP","-1","GO:0008206","bile acid metabolic process","1/29","37/13552",0.0762990624813596,0.246814317364548,0.211955650050282,"NR1D1",1
"BP","-1","GO:0015695","organic cation transport","1/29","37/13552",0.0762990624813596,0.246814317364548,0.211955650050282,"HRH3",1
"BP","-1","GO:0050982","detection of mechanical stimulus","1/29","37/13552",0.0762990624813596,0.246814317364548,0.211955650050282,"TMC2",1
"MF","-1","GO:0004879","nuclear receptor activity","1/27","41/13926",0.0765913166009417,0.236736796766547,0.188119023230383,"NR1D1",1
"MF","-1","GO:0098531","ligand-activated transcription factor activity","1/27","41/13926",0.0765913166009417,0.236736796766547,0.188119023230383,"NR1D1",1
"BP","-1","GO:0071396","cellular response to lipid","3/29","467/13552",0.0767070931000078,0.246814317364548,0.211955650050282,"DDIT4/PER1/NR1D1",3
"BP","1","GO:0043266","regulation of potassium ion transport","2/73","85/13552",0.0767804717760043,0.282787778470184,0.243612694800264,"TREM2/EDN3",2
"BP","1","GO:0071621","granulocyte chemotaxis","2/73","85/13552",0.0767804717760043,0.282787778470184,0.243612694800264,"CCL3/EDN3",2
"KEGG","-1","hsa00590","Arachidonic acid metabolism","1/13","38/6190",0.0770036952562748,0.215610346717569,0.178324346909268,"1558",1
"BP","-1","GO:0046883","regulation of hormone secretion","2/29","216/13552",0.0775241539356432,0.246814317364548,0.211955650050282,"MYRIP/NR1D1",2
"BP","1","GO:0002577","regulation of antigen processing and presentation","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"TREM2",1
"BP","1","GO:0002693","positive regulation of cellular extravasation","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"PTAFR",1
"BP","1","GO:0003085","negative regulation of systemic arterial blood pressure","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"ADRB2",1
"BP","1","GO:0006047","UDP-N-acetylglucosamine metabolic process","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"RENBP",1
"BP","1","GO:0007194","negative regulation of adenylate cyclase activity","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"P2RY13",1
"BP","1","GO:0010818","T cell chemotaxis","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"CCL3",1
"BP","1","GO:0031649","heat generation","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"ADRB2",1
"BP","1","GO:0043652","engulfment of apoptotic cell","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"TREM2",1
"BP","1","GO:0051014","actin filament severing","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"AVIL",1
"BP","1","GO:0071800","podosome assembly","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"BIN2",1
"BP","1","GO:0097067","cellular response to thyroid hormone stimulus","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"LMO2",1
"BP","1","GO:1900409","positive regulation of cellular response to oxidative stress","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"SFPQ",1
"BP","1","GO:1901623","regulation of lymphocyte chemotaxis","1/73","15/13552",0.0778618956537708,0.282787778470184,0.243612694800264,"CCL3",1
"BP","-1","GO:0010677","negative regulation of cellular carbohydrate metabolic process","1/29","38/13552",0.0782811066684143,0.246814317364548,0.211955650050282,"DDIT4",1
